,lga,hhid,item_desc,sector_name,state_name,expenditure,income,credit
0,115,10001,KEROSENE,URBAN,Abia,750.0,,
4,115,10001,ELECTRICITY,URBAN,Abia,3500.0,,
30,115,10002,KEROSENE,URBAN,Abia,750.0,,
34,115,10002,ELECTRICITY,URBAN,Abia,5000.0,,
38,115,10002,PETROL,URBAN,Abia,15000.0,,
60,115,10003,KEROSENE,URBAN,Abia,3000.0,,
64,115,10003,ELECTRICITY,URBAN,Abia,6500.0,,
90,115,10004,KEROSENE,URBAN,Abia,2500.0,,
94,115,10004,ELECTRICITY,URBAN,Abia,5500.0,,
120,115,10005,KEROSENE,URBAN,Abia,3000.0,,
124,115,10005,ELECTRICITY,URBAN,Abia,5700.0,,
150,115,10008,KEROSENE,URBAN,Abia,1300.0,,
154,115,10008,ELECTRICITY,URBAN,Abia,6500.0,,
158,115,10008,PETROL,URBAN,Abia,8000.0,,
180,105,10009,KEROSENE,RURAL,Abia,300.0,,
184,105,10009,ELECTRICITY,RURAL,Abia,2000.0,,
188,105,10009,PETROL,RURAL,Abia,2500.0,,
214,115,10010,ELECTRICITY,URBAN,Abia,2500.0,,
218,115,10010,PETROL,URBAN,Abia,5000.0,,
240,104,10011,KEROSENE,RURAL,Abia,750.0,,
270,104,10012,KEROSENE,RURAL,Abia,600.0,,
274,104,10012,ELECTRICITY,RURAL,Abia,2500.0,,
300,104,10013,KEROSENE,RURAL,Abia,3000.0,,
304,104,10013,ELECTRICITY,RURAL,Abia,2500.0,,
330,104,10014,KEROSENE,RURAL,Abia,1500.0,,
334,104,10014,ELECTRICITY,RURAL,Abia,2700.0,,
360,104,10015,KEROSENE,RURAL,Abia,300.0,,
364,104,10015,ELECTRICITY,RURAL,Abia,1000.0,,
390,104,10016,KEROSENE,RURAL,Abia,300.0,,
394,104,10016,ELECTRICITY,RURAL,Abia,1000.0,,
398,104,10016,PETROL,RURAL,Abia,10000.0,,
420,104,10017,KEROSENE,RURAL,Abia,400.0,,
424,104,10017,ELECTRICITY,RURAL,Abia,1000.0,,
428,104,10017,PETROL,RURAL,Abia,1500.0,,
450,104,10018,KEROSENE,RURAL,Abia,150.0,,
454,104,10018,ELECTRICITY,RURAL,Abia,1000.0,,
480,104,10019,KEROSENE,RURAL,Abia,800.0,,
484,104,10019,ELECTRICITY,RURAL,Abia,1000.0,,
510,106,10021,KEROSENE,RURAL,Abia,200.0,,
514,106,10021,ELECTRICITY,RURAL,Abia,2000.0,,
540,106,10022,KEROSENE,RURAL,Abia,400.0,,
544,106,10022,ELECTRICITY,RURAL,Abia,2000.0,,
570,106,10023,KEROSENE,RURAL,Abia,500.0,,
574,106,10023,ELECTRICITY,RURAL,Abia,2000.0,,
578,106,10023,PETROL,RURAL,Abia,6800.0,,
600,106,10024,KEROSENE,RURAL,Abia,700.0,,
630,106,10025,KEROSENE,RURAL,Abia,500.0,,
634,106,10025,ELECTRICITY,RURAL,Abia,1500.0,,
664,106,10027,ELECTRICITY,RURAL,Abia,2000.0,,
668,106,10027,PETROL,RURAL,Abia,800.0,,
720,106,10029,KEROSENE,RURAL,Abia,100.0,,
724,106,10029,ELECTRICITY,RURAL,Abia,2000.0,,
728,106,10029,PETROL,RURAL,Abia,3000.0,,
750,106,10030,KEROSENE,RURAL,Abia,600.0,,
780,111,10031,KEROSENE,URBAN,Abia,4400.0,,
784,111,10031,ELECTRICITY,URBAN,Abia,7000.0,,
810,111,10032,KEROSENE,URBAN,Abia,3000.0,,
814,111,10032,ELECTRICITY,URBAN,Abia,5000.0,,
840,111,10033,KEROSENE,URBAN,Abia,750.0,,
844,111,10033,ELECTRICITY,URBAN,Abia,2000.0,,
848,111,10033,PETROL,URBAN,Abia,1500.0,,
870,111,10034,KEROSENE,URBAN,Abia,700.0,,
874,111,10034,ELECTRICITY,URBAN,Abia,2500.0,,
900,111,10035,KEROSENE,URBAN,Abia,3000.0,,
904,111,10035,ELECTRICITY,URBAN,Abia,5000.0,,
930,111,10036,KEROSENE,URBAN,Abia,3000.0,,
934,111,10036,ELECTRICITY,URBAN,Abia,5000.0,,
938,111,10036,PETROL,URBAN,Abia,6000.0,,
960,111,10037,KEROSENE,URBAN,Abia,1700.0,,
964,111,10037,ELECTRICITY,URBAN,Abia,2000.0,,
990,111,10038,KEROSENE,URBAN,Abia,1800.0,,
994,111,10038,ELECTRICITY,URBAN,Abia,1200.0,,
998,111,10038,PETROL,URBAN,Abia,1400.0,,
1020,410,10039,KEROSENE,RURAL,Anambra,2000.0,,
1050,111,10040,KEROSENE,URBAN,Abia,1000.0,,
1054,111,10040,ELECTRICITY,URBAN,Abia,800.0,,
1080,102,10041,KEROSENE,URBAN,Abia,1440.0,,
1084,102,10041,ELECTRICITY,URBAN,Abia,1120.0,,
1110,2418,10042,KEROSENE,URBAN,Lagos,2500.0,,
1114,2418,10042,ELECTRICITY,URBAN,Lagos,700.0,,
1118,2418,10042,PETROL,URBAN,Lagos,1300.0,,
1140,102,10043,KEROSENE,URBAN,Abia,1500.0,,
1144,102,10043,ELECTRICITY,URBAN,Abia,2000.0,,
1148,102,10043,PETROL,URBAN,Abia,4000.0,,
1170,102,10044,KEROSENE,URBAN,Abia,2000.0,,
1174,102,10044,ELECTRICITY,URBAN,Abia,700.0,,
1200,102,10045,KEROSENE,URBAN,Abia,550.0,,
1230,102,10046,KEROSENE,URBAN,Abia,1500.0,,
1234,102,10046,ELECTRICITY,URBAN,Abia,800.0,,
1260,102,10047,KEROSENE,URBAN,Abia,750.0,,
1290,102,10048,KEROSENE,URBAN,Abia,550.0,,
1294,102,10048,ELECTRICITY,URBAN,Abia,2000.0,,
1320,102,10049,KEROSENE,URBAN,Abia,1000.0,,
1324,102,10049,ELECTRICITY,URBAN,Abia,700.0,,
1350,102,10050,KEROSENE,URBAN,Abia,1500.0,,
1354,102,10050,ELECTRICITY,URBAN,Abia,500.0,,
1380,102,10051,KEROSENE,URBAN,Abia,1200.0,,
1384,102,10051,ELECTRICITY,URBAN,Abia,2250.0,,
1388,102,10051,PETROL,URBAN,Abia,2000.0,,
1410,102,10052,KEROSENE,URBAN,Abia,3000.0,,
1414,102,10052,ELECTRICITY,URBAN,Abia,1250.0,,
1440,102,10053,KEROSENE,URBAN,Abia,1700.0,,
1444,102,10053,ELECTRICITY,URBAN,Abia,4000.0,,
1470,102,10054,KEROSENE,URBAN,Abia,3500.0,,
1474,102,10054,ELECTRICITY,URBAN,Abia,4500.0,,
1500,102,10055,KEROSENE,URBAN,Abia,1000.0,,
1504,102,10055,ELECTRICITY,URBAN,Abia,400.0,,
1505,102,10055,CANDLES,URBAN,Abia,50.0,,
1530,102,10056,KEROSENE,URBAN,Abia,1400.0,,
1534,102,10056,ELECTRICITY,URBAN,Abia,500.0,,
1560,102,10057,KEROSENE,URBAN,Abia,200.0,,
1564,102,10057,ELECTRICITY,URBAN,Abia,1200.0,,
1566,102,10057,FIREWOOD,URBAN,Abia,800.0,,
1590,102,10058,KEROSENE,URBAN,Abia,750.0,,
1620,102,10059,KEROSENE,URBAN,Abia,200.0,,
1650,102,10060,KEROSENE,URBAN,Abia,2500.0,,
1654,102,10060,ELECTRICITY,URBAN,Abia,500.0,,
1680,107,10061,KEROSENE,RURAL,Abia,200.0,,
1688,107,10061,PETROL,RURAL,Abia,700.0,,
1710,107,10062,KEROSENE,RURAL,Abia,100.0,,
1714,107,10062,ELECTRICITY,RURAL,Abia,1000.0,,
1740,107,10063,KEROSENE,RURAL,Abia,300.0,,
1770,107,10064,KEROSENE,RURAL,Abia,200.0,,
1774,107,10064,ELECTRICITY,RURAL,Abia,1000.0,,
1800,102,10065,KEROSENE,URBAN,Abia,700.0,,
1804,102,10065,ELECTRICITY,URBAN,Abia,1500.0,,
1830,107,10066,KEROSENE,RURAL,Abia,500.0,,
1834,107,10066,ELECTRICITY,RURAL,Abia,1000.0,,
1860,107,10067,KEROSENE,RURAL,Abia,600.0,,
1864,107,10067,ELECTRICITY,RURAL,Abia,1000.0,,
1890,107,10068,KEROSENE,RURAL,Abia,500.0,,
1894,107,10068,ELECTRICITY,RURAL,Abia,1000.0,,
1920,107,10069,KEROSENE,RURAL,Abia,400.0,,
1924,107,10069,ELECTRICITY,RURAL,Abia,1000.0,,
1950,107,10070,KEROSENE,RURAL,Abia,600.0,,
1954,107,10070,ELECTRICITY,RURAL,Abia,700.0,,
1958,107,10070,PETROL,RURAL,Abia,450.0,,
1980,117,10071,KEROSENE,RURAL,Abia,320.0,,
2010,117,10072,KEROSENE,RURAL,Abia,1500.0,,
2040,117,10073,KEROSENE,RURAL,Abia,180.0,,
2070,117,10074,KEROSENE,RURAL,Abia,130.0,,
2078,117,10074,PETROL,RURAL,Abia,2800.0,,
2100,117,10075,KEROSENE,RURAL,Abia,400.0,,
2130,117,10076,KEROSENE,RURAL,Abia,100.0,,
2160,117,10077,KEROSENE,RURAL,Abia,160.0,,
2190,117,10078,KEROSENE,RURAL,Abia,100.0,,
2220,117,10079,KEROSENE,RURAL,Abia,750.0,,
2250,117,10080,KEROSENE,RURAL,Abia,420.0,,
2280,110,10081,KEROSENE,RURAL,Abia,100.0,,
2310,110,10082,KEROSENE,RURAL,Abia,140.0,,
2340,110,10083,KEROSENE,URBAN,Abia,850.0,,
2344,110,10083,ELECTRICITY,URBAN,Abia,3000.0,,
2370,110,10084,KEROSENE,RURAL,Abia,300.0,,
2374,110,10084,ELECTRICITY,RURAL,Abia,1000.0,,
2376,110,10084,FIREWOOD,RURAL,Abia,500.0,,
2400,110,10085,KEROSENE,RURAL,Abia,50.0,,
2430,110,10086,KEROSENE,RURAL,Abia,400.0,,
2460,110,10087,KEROSENE,RURAL,Abia,300.0,,
2490,110,10088,KEROSENE,RURAL,Abia,400.0,,
2520,110,10089,KEROSENE,RURAL,Abia,200.0,,
2550,105,10091,KEROSENE,RURAL,Abia,100.0,,
2554,105,10091,ELECTRICITY,RURAL,Abia,1000.0,,
2580,105,10092,KEROSENE,RURAL,Abia,500.0,,
2584,105,10092,ELECTRICITY,RURAL,Abia,500.0,,
2610,322,10093,KEROSENE,RURAL,Akwa Ibom,1300.0,,
2640,105,10094,KEROSENE,RURAL,Abia,1000.0,,
2644,105,10094,ELECTRICITY,RURAL,Abia,500.0,,
2670,105,10096,KEROSENE,RURAL,Abia,240.0,,
2678,105,10096,PETROL,RURAL,Abia,1300.0,,
2700,105,10097,KEROSENE,RURAL,Abia,200.0,,
2730,105,10098,KEROSENE,RURAL,Abia,700.0,,
2760,105,10099,KEROSENE,RURAL,Abia,200.0,,
2790,105,10100,KEROSENE,RURAL,Abia,120.0,,
2794,105,10100,ELECTRICITY,RURAL,Abia,1000.0,,
2820,108,10102,KEROSENE,RURAL,Abia,300.0,,
2850,108,10103,KEROSENE,RURAL,Abia,1000.0,,
2854,108,10103,ELECTRICITY,RURAL,Abia,3800.0,,
2880,108,10104,KEROSENE,RURAL,Abia,150.0,,
2884,108,10104,ELECTRICITY,RURAL,Abia,1500.0,,
2910,108,10105,KEROSENE,RURAL,Abia,240.0,,
2940,108,10106,KEROSENE,RURAL,Abia,450.0,,
2970,108,10107,KEROSENE,RURAL,Abia,200.0,,
2974,108,10107,ELECTRICITY,RURAL,Abia,2000.0,,
2978,108,10107,PETROL,RURAL,Abia,2700.0,,
3000,108,10108,KEROSENE,RURAL,Abia,100.0,,
3004,108,10108,ELECTRICITY,RURAL,Abia,500.0,,
3030,108,10109,KEROSENE,RURAL,Abia,500.0,,
3034,108,10109,ELECTRICITY,RURAL,Abia,1000.0,,
3036,108,10109,FIREWOOD,RURAL,Abia,200.0,,
3038,108,10109,PETROL,RURAL,Abia,1000.0,,
3060,108,10110,KEROSENE,RURAL,Abia,100.0,,
3426,221,20012,FIREWOOD,RURAL,Adamawa,200.0,,
3456,221,20013,FIREWOOD,RURAL,Adamawa,1500.0,,
3459,221,20013,DIESEL,RURAL,Adamawa,1500.0,,
3486,221,20014,FIREWOOD,RURAL,Adamawa,1450.0,,
3516,221,20015,FIREWOOD,RURAL,Adamawa,500.0,,
3540,221,20016,KEROSENE,RURAL,Adamawa,150.0,,
3728,201,20022,PETROL,RURAL,Adamawa,3500.0,,
3755,201,20023,CANDLES,RURAL,Adamawa,10.0,,
4088,216,20034,PETROL,RURAL,Adamawa,800.0,,
4170,216,20037,KEROSENE,RURAL,Adamawa,150.0,,
4230,216,20040,KEROSENE,RURAL,Adamawa,250.0,,
4298,203,20042,PETROL,RURAL,Adamawa,1280.0,,
4929,210,20063,DIESEL,RURAL,Adamawa,25000.0,,
5040,2404,20067,KEROSENE,URBAN,Lagos,500.0,,
5160,214,20071,KEROSENE,RURAL,Adamawa,150.0,,
5166,214,20071,FIREWOOD,RURAL,Adamawa,2000.0,,
5220,214,20073,KEROSENE,RURAL,Adamawa,800.0,,
5256,214,20074,FIREWOOD,RURAL,Adamawa,1000.0,,
5280,214,20075,KEROSENE,RURAL,Adamawa,300.0,,
5286,214,20075,FIREWOOD,RURAL,Adamawa,2000.0,,
5340,214,20077,KEROSENE,RURAL,Adamawa,1000.0,,
5346,214,20077,FIREWOOD,RURAL,Adamawa,700.0,,
5348,214,20077,PETROL,RURAL,Adamawa,500.0,,
5370,214,20078,KEROSENE,RURAL,Adamawa,350.0,,
5376,214,20078,FIREWOOD,RURAL,Adamawa,2000.0,,
5404,214,20080,ELECTRICITY,RURAL,Adamawa,3000.0,,
5406,214,20080,FIREWOOD,RURAL,Adamawa,600.0,,
5430,215,20081,KEROSENE,URBAN,Adamawa,150.0,,
5436,215,20081,FIREWOOD,URBAN,Adamawa,500.0,,
5464,215,20082,ELECTRICITY,URBAN,Adamawa,3000.0,,
5556,215,20085,FIREWOOD,URBAN,Adamawa,1000.0,,
5610,215,20087,KEROSENE,URBAN,Adamawa,1500.0,,
5614,215,20087,ELECTRICITY,URBAN,Adamawa,8500.0,,
5616,215,20087,FIREWOOD,URBAN,Adamawa,3000.0,,
5618,215,20087,PETROL,URBAN,Adamawa,20000.0,,
6360,218,20113,KEROSENE,RURAL,Adamawa,150.0,,
6604,331,30001,ELECTRICITY,URBAN,Akwa Ibom,4000.0,,
6608,331,30001,PETROL,URBAN,Akwa Ibom,7000.0,,
6609,331,30001,DIESEL,URBAN,Akwa Ibom,5000.0,,
6630,331,30002,KEROSENE,URBAN,Akwa Ibom,1000.0,,
6634,331,30002,ELECTRICITY,URBAN,Akwa Ibom,7000.0,,
6636,331,30002,FIREWOOD,URBAN,Akwa Ibom,2000.0,,
6660,331,30003,KEROSENE,URBAN,Akwa Ibom,1000.0,,
6664,331,30003,ELECTRICITY,URBAN,Akwa Ibom,8000.0,,
6690,331,30004,KEROSENE,URBAN,Akwa Ibom,800.0,,
6720,331,30005,KEROSENE,URBAN,Akwa Ibom,700.0,,
6726,331,30005,FIREWOOD,URBAN,Akwa Ibom,250.0,,
6750,331,30006,KEROSENE,URBAN,Akwa Ibom,1400.0,,
6756,331,30006,FIREWOOD,URBAN,Akwa Ibom,600.0,,
6758,331,30006,PETROL,URBAN,Akwa Ibom,10000.0,,
6780,331,30007,KEROSENE,URBAN,Akwa Ibom,1300.0,,
6784,331,30007,ELECTRICITY,URBAN,Akwa Ibom,7000.0,,
6786,331,30007,FIREWOOD,URBAN,Akwa Ibom,1200.0,,
6788,331,30007,PETROL,URBAN,Akwa Ibom,4000.0,,
6810,331,30008,KEROSENE,URBAN,Akwa Ibom,3000.0,,
6814,331,30008,ELECTRICITY,URBAN,Akwa Ibom,10000.0,,
6816,331,30008,FIREWOOD,URBAN,Akwa Ibom,500.0,,
6819,331,30008,DIESEL,URBAN,Akwa Ibom,4000.0,,
6840,331,30009,KEROSENE,URBAN,Akwa Ibom,600.0,,
6846,331,30009,FIREWOOD,URBAN,Akwa Ibom,1200.0,,
6848,331,30009,PETROL,URBAN,Akwa Ibom,2000.0,,
6870,331,30010,KEROSENE,URBAN,Akwa Ibom,1000.0,,
6871,331,30010,PALM KERNEL OIL,URBAN,Akwa Ibom,500.0,,
6874,331,30010,ELECTRICITY,URBAN,Akwa Ibom,6000.0,,
6878,331,30010,PETROL,URBAN,Akwa Ibom,25000.0,,
6900,331,30011,KEROSENE,URBAN,Akwa Ibom,2000.0,,
6904,331,30011,ELECTRICITY,URBAN,Akwa Ibom,7000.0,,
6908,331,30011,PETROL,URBAN,Akwa Ibom,2000.0,,
6930,331,30012,KEROSENE,URBAN,Akwa Ibom,2000.0,,
6934,331,30012,ELECTRICITY,URBAN,Akwa Ibom,5000.0,,
6936,331,30012,FIREWOOD,URBAN,Akwa Ibom,1000.0,,
6960,331,30013,KEROSENE,URBAN,Akwa Ibom,600.0,,
6990,331,30015,KEROSENE,URBAN,Akwa Ibom,1000.0,,
6994,331,30015,ELECTRICITY,URBAN,Akwa Ibom,5000.0,,
6996,331,30015,FIREWOOD,URBAN,Akwa Ibom,1600.0,,
6998,331,30015,PETROL,URBAN,Akwa Ibom,3000.0,,
7020,331,30016,KEROSENE,URBAN,Akwa Ibom,1500.0,,
7024,331,30016,ELECTRICITY,URBAN,Akwa Ibom,7000.0,,
7026,331,30016,FIREWOOD,URBAN,Akwa Ibom,1200.0,,
7050,331,30017,KEROSENE,URBAN,Akwa Ibom,1000.0,,
7055,331,30017,CANDLES,URBAN,Akwa Ibom,100.0,,
7056,331,30017,FIREWOOD,URBAN,Akwa Ibom,700.0,,
7057,331,30017,CHARCOAL,URBAN,Akwa Ibom,1000.0,,
7084,331,30018,ELECTRICITY,URBAN,Akwa Ibom,1500.0,,
7110,331,30019,KEROSENE,URBAN,Akwa Ibom,700.0,,
7140,331,30020,KEROSENE,URBAN,Akwa Ibom,1000.0,,
7144,331,30020,ELECTRICITY,URBAN,Akwa Ibom,2000.0,,
7170,316,30021,KEROSENE,RURAL,Akwa Ibom,500.0,,
7174,316,30021,ELECTRICITY,RURAL,Akwa Ibom,4500.0,,
7176,316,30021,FIREWOOD,RURAL,Akwa Ibom,600.0,,
7178,316,30021,PETROL,RURAL,Akwa Ibom,8000.0,,
7200,316,30022,KEROSENE,RURAL,Akwa Ibom,1000.0,,
7204,316,30022,ELECTRICITY,RURAL,Akwa Ibom,4000.0,,
7206,316,30022,FIREWOOD,RURAL,Akwa Ibom,500.0,,
7208,316,30022,PETROL,RURAL,Akwa Ibom,5000.0,,
7209,316,30022,DIESEL,RURAL,Akwa Ibom,500.0,,
7230,316,30023,KEROSENE,RURAL,Akwa Ibom,4000.0,,
7234,316,30023,ELECTRICITY,RURAL,Akwa Ibom,14000.0,,
7238,316,30023,PETROL,RURAL,Akwa Ibom,20000.0,,
7260,316,30024,KEROSENE,RURAL,Akwa Ibom,800.0,,
7266,316,30024,FIREWOOD,RURAL,Akwa Ibom,500.0,,
7290,316,30025,KEROSENE,RURAL,Akwa Ibom,600.0,,
7320,316,30026,KEROSENE,RURAL,Akwa Ibom,2400.0,,
7350,316,30027,KEROSENE,RURAL,Akwa Ibom,1080.0,,
7354,316,30027,ELECTRICITY,RURAL,Akwa Ibom,7340.0,,
7380,316,30028,KEROSENE,RURAL,Akwa Ibom,1500.0,,
7384,316,30028,ELECTRICITY,RURAL,Akwa Ibom,2000.0,,
7385,316,30028,CANDLES,RURAL,Akwa Ibom,40.0,,
7386,316,30028,FIREWOOD,RURAL,Akwa Ibom,1800.0,,
7410,316,30029,KEROSENE,RURAL,Akwa Ibom,2000.0,,
7414,316,30029,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7440,316,30030,KEROSENE,RURAL,Akwa Ibom,260.0,,
7444,316,30030,ELECTRICITY,RURAL,Akwa Ibom,11000.0,,
7446,316,30030,FIREWOOD,RURAL,Akwa Ibom,1500.0,,
7470,309,30031,KEROSENE,RURAL,Akwa Ibom,800.0,,
7474,309,30031,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7500,309,30032,KEROSENE,RURAL,Akwa Ibom,1000.0,,
7504,309,30032,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7530,309,30033,KEROSENE,RURAL,Akwa Ibom,1500.0,,
7534,309,30033,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7560,309,30034,KEROSENE,RURAL,Akwa Ibom,3000.0,,
7564,309,30034,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7590,309,30035,KEROSENE,RURAL,Akwa Ibom,1000.0,,
7594,309,30035,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7620,309,30036,KEROSENE,RURAL,Akwa Ibom,1000.0,,
7628,309,30036,PETROL,RURAL,Akwa Ibom,10000.0,,
7650,309,30037,KEROSENE,RURAL,Akwa Ibom,600.0,,
7654,309,30037,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7658,309,30037,PETROL,RURAL,Akwa Ibom,1600.0,,
7680,309,30038,KEROSENE,RURAL,Akwa Ibom,600.0,,
7688,309,30038,PETROL,RURAL,Akwa Ibom,1800.0,,
7710,309,30039,KEROSENE,RURAL,Akwa Ibom,250.0,,
7714,309,30039,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7744,309,30040,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
7748,309,30040,PETROL,RURAL,Akwa Ibom,4000.0,,
7770,307,30041,KEROSENE,URBAN,Akwa Ibom,500.0,,
7800,307,30042,KEROSENE,URBAN,Akwa Ibom,450.0,,
7804,307,30042,ELECTRICITY,URBAN,Akwa Ibom,2500.0,,
7808,307,30042,PETROL,URBAN,Akwa Ibom,2500.0,,
7830,307,30043,KEROSENE,URBAN,Akwa Ibom,1000.0,,
7834,307,30043,ELECTRICITY,URBAN,Akwa Ibom,8346.0,,
7860,307,30044,KEROSENE,URBAN,Akwa Ibom,1000.0,,
7864,307,30044,ELECTRICITY,URBAN,Akwa Ibom,2500.0,,
7890,307,30045,KEROSENE,URBAN,Akwa Ibom,1000.0,,
7894,307,30045,ELECTRICITY,URBAN,Akwa Ibom,8000.0,,
7896,307,30045,FIREWOOD,URBAN,Akwa Ibom,400.0,,
7898,307,30045,PETROL,URBAN,Akwa Ibom,1000.0,,
7920,307,30046,KEROSENE,URBAN,Akwa Ibom,500.0,,
7924,307,30046,ELECTRICITY,URBAN,Akwa Ibom,2000.0,,
7950,307,30047,KEROSENE,URBAN,Akwa Ibom,1000.0,,
7954,307,30047,ELECTRICITY,URBAN,Akwa Ibom,6000.0,,
7980,307,30048,KEROSENE,URBAN,Akwa Ibom,550.0,,
8014,307,30049,ELECTRICITY,URBAN,Akwa Ibom,4000.0,,
8016,307,30049,FIREWOOD,URBAN,Akwa Ibom,700.0,,
8018,307,30049,PETROL,URBAN,Akwa Ibom,5000.0,,
8040,307,30050,KEROSENE,RURAL,Akwa Ibom,450.0,,
8070,321,30051,KEROSENE,RURAL,Akwa Ibom,500.0,,
8074,321,30051,ELECTRICITY,RURAL,Akwa Ibom,2000.0,,
8078,321,30051,PETROL,RURAL,Akwa Ibom,3500.0,,
8100,321,30052,KEROSENE,RURAL,Akwa Ibom,150.0,,
8130,321,30053,KEROSENE,RURAL,Akwa Ibom,1200.0,,
8134,321,30053,ELECTRICITY,RURAL,Akwa Ibom,2000.0,,
8160,321,30054,KEROSENE,RURAL,Akwa Ibom,500.0,,
8190,321,30055,KEROSENE,RURAL,Akwa Ibom,500.0,,
8220,321,30056,KEROSENE,RURAL,Akwa Ibom,500.0,,
8224,321,30056,ELECTRICITY,RURAL,Akwa Ibom,2000.0,,
8228,321,30056,PETROL,RURAL,Akwa Ibom,6500.0,,
8250,321,30057,KEROSENE,RURAL,Akwa Ibom,800.0,,
8254,321,30057,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
8280,321,30058,KEROSENE,RURAL,Akwa Ibom,120.0,,
8284,321,30058,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
8310,321,30059,KEROSENE,RURAL,Akwa Ibom,600.0,,
8314,321,30059,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
8340,321,30060,KEROSENE,RURAL,Akwa Ibom,1200.0,,
8344,321,30060,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
8370,329,30061,KEROSENE,RURAL,Akwa Ibom,400.0,,
8376,329,30061,FIREWOOD,RURAL,Akwa Ibom,400.0,,
8400,329,30062,KEROSENE,RURAL,Akwa Ibom,300.0,,
8404,329,30062,ELECTRICITY,RURAL,Akwa Ibom,2500.0,,
8406,329,30062,FIREWOOD,RURAL,Akwa Ibom,5000.0,,
8408,329,30062,PETROL,RURAL,Akwa Ibom,2000.0,,
8430,329,30063,KEROSENE,RURAL,Akwa Ibom,1850.0,,
8434,329,30063,ELECTRICITY,RURAL,Akwa Ibom,4000.0,,
8436,329,30063,FIREWOOD,RURAL,Akwa Ibom,1000.0,,
8438,329,30063,PETROL,RURAL,Akwa Ibom,1000.0,,
8460,309,30064,KEROSENE,URBAN,Akwa Ibom,800.0,,
8464,309,30064,ELECTRICITY,URBAN,Akwa Ibom,1000.0,,
8466,309,30064,FIREWOOD,URBAN,Akwa Ibom,600.0,,
8490,329,30065,KEROSENE,RURAL,Akwa Ibom,1000.0,,
8496,329,30065,FIREWOOD,RURAL,Akwa Ibom,500.0,,
8520,329,30066,KEROSENE,RURAL,Akwa Ibom,800.0,,
8524,329,30066,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
8526,329,30066,FIREWOOD,RURAL,Akwa Ibom,1000.0,,
8550,329,30067,KEROSENE,RURAL,Akwa Ibom,720.0,,
8580,329,30069,KEROSENE,RURAL,Akwa Ibom,480.0,,
8588,329,30069,PETROL,RURAL,Akwa Ibom,1200.0,,
8610,329,30070,KEROSENE,RURAL,Akwa Ibom,480.0,,
8616,329,30070,FIREWOOD,RURAL,Akwa Ibom,500.0,,
8644,323,30071,ELECTRICITY,RURAL,Akwa Ibom,700.0,,
8648,323,30071,PETROL,RURAL,Akwa Ibom,1200.0,,
8670,323,30072,KEROSENE,RURAL,Akwa Ibom,1350.0,,
8678,323,30072,PETROL,RURAL,Akwa Ibom,4000.0,,
8700,323,30073,KEROSENE,RURAL,Akwa Ibom,500.0,,
8730,323,30074,KEROSENE,RURAL,Akwa Ibom,240.0,,
8734,323,30074,ELECTRICITY,RURAL,Akwa Ibom,1700.0,,
8760,323,30075,KEROSENE,RURAL,Akwa Ibom,1050.0,,
8765,323,30075,CANDLES,RURAL,Akwa Ibom,100.0,,
8766,323,30075,FIREWOOD,RURAL,Akwa Ibom,1000.0,,
8768,323,30075,PETROL,RURAL,Akwa Ibom,1000.0,,
8794,323,30076,ELECTRICITY,RURAL,Akwa Ibom,1000.0,,
8796,323,30076,FIREWOOD,RURAL,Akwa Ibom,400.0,,
8820,323,30077,KEROSENE,RURAL,Akwa Ibom,500.0,,
8850,325,30078,KEROSENE,URBAN,Akwa Ibom,2000.0,,
8854,325,30078,ELECTRICITY,URBAN,Akwa Ibom,6800.0,,
8858,325,30078,PETROL,URBAN,Akwa Ibom,4800.0,,
8880,323,30079,KEROSENE,RURAL,Akwa Ibom,600.0,,
8885,323,30079,CANDLES,RURAL,Akwa Ibom,80.0,,
8910,323,30080,KEROSENE,RURAL,Akwa Ibom,500.0,,
8914,323,30080,ELECTRICITY,RURAL,Akwa Ibom,700.0,,
8940,318,30081,KEROSENE,RURAL,Akwa Ibom,700.0,,
8948,318,30081,PETROL,RURAL,Akwa Ibom,2800.0,,
8970,331,30082,KEROSENE,URBAN,Akwa Ibom,3000.0,,
8974,331,30082,ELECTRICITY,URBAN,Akwa Ibom,2000.0,,
9000,318,30084,KEROSENE,RURAL,Akwa Ibom,500.0,,
9004,318,30084,ELECTRICITY,RURAL,Akwa Ibom,700.0,,
9030,318,30085,KEROSENE,RURAL,Akwa Ibom,700.0,,
9034,318,30085,ELECTRICITY,RURAL,Akwa Ibom,3000.0,,
9060,318,30086,KEROSENE,RURAL,Akwa Ibom,1300.0,,
