,lga,hhid,item_desc,sector_name,state_name,expenditure,income,credit
88950,2420,240066,KEROSENE,URBAN,Lagos,900.0,,
88954,2420,240066,ELECTRICITY,URBAN,Lagos,820.0,,
88987,2420,240067,CHARCOAL,URBAN,Lagos,500.0,,
89010,2420,240068,KEROSENE,URBAN,Lagos,650.0,,
89014,2420,240068,ELECTRICITY,URBAN,Lagos,500.0,,
89040,2420,240070,KEROSENE,URBAN,Lagos,650.0,,
89070,2418,240071,KEROSENE,URBAN,Lagos,750.0,,
89074,2418,240071,ELECTRICITY,URBAN,Lagos,600.0,,
89100,2418,240072,KEROSENE,URBAN,Lagos,1800.0,,
89104,2418,240072,ELECTRICITY,URBAN,Lagos,1000.0,,
89130,2418,240073,KEROSENE,URBAN,Lagos,1400.0,,
89134,2418,240073,ELECTRICITY,URBAN,Lagos,1500.0,,
89160,2418,240074,KEROSENE,URBAN,Lagos,600.0,,
89168,2418,240074,PETROL,URBAN,Lagos,8000.0,,
89190,2418,240075,KEROSENE,URBAN,Lagos,800.0,,
89194,2418,240075,ELECTRICITY,URBAN,Lagos,1400.0,,
89220,2418,240076,KEROSENE,URBAN,Lagos,1400.0,,
89224,2418,240076,ELECTRICITY,URBAN,Lagos,1650.0,,
89254,2418,240077,ELECTRICITY,URBAN,Lagos,4000.0,,
89258,2418,240077,PETROL,URBAN,Lagos,10000.0,,
89280,2406,240078,KEROSENE,URBAN,Lagos,500.0,,
89284,2406,240078,ELECTRICITY,URBAN,Lagos,500.0,,
89310,2418,240079,KEROSENE,URBAN,Lagos,1000.0,,
89314,2418,240079,ELECTRICITY,URBAN,Lagos,1000.0,,
89340,2418,240080,KEROSENE,URBAN,Lagos,720.0,,
89344,2418,240080,ELECTRICITY,URBAN,Lagos,800.0,,
89347,2418,240080,CHARCOAL,URBAN,Lagos,200.0,,
89378,2420,240081,PETROL,URBAN,Lagos,1000.0,,
89400,2419,240083,KEROSENE,URBAN,Lagos,700.0,,
89408,2419,240083,PETROL,URBAN,Lagos,3000.0,,
89430,2419,240084,KEROSENE,URBAN,Lagos,1200.0,,
89434,2419,240084,ELECTRICITY,URBAN,Lagos,1000.0,,
89460,2419,240085,KEROSENE,URBAN,Lagos,600.0,,
89464,2419,240085,ELECTRICITY,URBAN,Lagos,1000.0,,
89494,2419,240086,ELECTRICITY,URBAN,Lagos,5000.0,,
89498,2419,240086,PETROL,URBAN,Lagos,3500.0,,
89524,2419,240087,ELECTRICITY,URBAN,Lagos,750.0,,
89550,2419,240088,KEROSENE,URBAN,Lagos,1200.0,,
89580,2419,240089,KEROSENE,URBAN,Lagos,800.0,,
89584,2419,240089,ELECTRICITY,URBAN,Lagos,1500.0,,
89610,2419,240090,KEROSENE,URBAN,Lagos,1300.0,,
89614,2419,240090,ELECTRICITY,URBAN,Lagos,1000.0,,
89640,2412,240091,KEROSENE,URBAN,Lagos,1500.0,,
89644,2412,240091,ELECTRICITY,URBAN,Lagos,1200.0,,
89670,2412,240092,KEROSENE,URBAN,Lagos,600.0,,
89674,2412,240092,ELECTRICITY,URBAN,Lagos,1500.0,,
89700,2412,240094,KEROSENE,URBAN,Lagos,1400.0,,
89704,2412,240094,ELECTRICITY,URBAN,Lagos,1200.0,,
89730,2412,240095,KEROSENE,URBAN,Lagos,1500.0,,
89734,2412,240095,ELECTRICITY,URBAN,Lagos,1500.0,,
89735,2412,240095,CANDLES,URBAN,Lagos,120.0,,
89760,2412,240096,KEROSENE,URBAN,Lagos,500.0,,
89764,2412,240096,ELECTRICITY,URBAN,Lagos,1500.0,,
89790,2412,240097,KEROSENE,URBAN,Lagos,700.0,,
89794,2412,240097,ELECTRICITY,URBAN,Lagos,1300.0,,
89820,2412,240098,KEROSENE,URBAN,Lagos,1200.0,,
89824,2412,240098,ELECTRICITY,URBAN,Lagos,6000.0,,
89850,2412,240099,KEROSENE,URBAN,Lagos,600.0,,
89854,2412,240099,ELECTRICITY,URBAN,Lagos,1000.0,,
89884,2412,240100,ELECTRICITY,URBAN,Lagos,1000.0,,
89910,2417,240101,KEROSENE,URBAN,Lagos,600.0,,
89914,2417,240101,ELECTRICITY,URBAN,Lagos,500.0,,
89918,2417,240101,PETROL,URBAN,Lagos,4000.0,,
89940,2417,240102,KEROSENE,URBAN,Lagos,1500.0,,
89944,2417,240102,ELECTRICITY,URBAN,Lagos,500.0,,
89970,2417,240103,KEROSENE,URBAN,Lagos,600.0,,
89974,2417,240103,ELECTRICITY,URBAN,Lagos,500.0,,
90000,2417,240104,KEROSENE,URBAN,Lagos,2500.0,,
90030,2417,240105,KEROSENE,URBAN,Lagos,360.0,,
90034,2417,240105,ELECTRICITY,URBAN,Lagos,600.0,,
90064,2417,240106,ELECTRICITY,URBAN,Lagos,500.0,,
90068,2417,240106,PETROL,URBAN,Lagos,1000.0,,
90090,2417,240107,KEROSENE,URBAN,Lagos,3000.0,,
90094,2417,240107,ELECTRICITY,URBAN,Lagos,600.0,,
90098,2417,240107,PETROL,URBAN,Lagos,1200.0,,
90120,2417,240108,KEROSENE,URBAN,Lagos,2000.0,,
90124,2417,240108,ELECTRICITY,URBAN,Lagos,500.0,,
90128,2417,240108,PETROL,URBAN,Lagos,1000.0,,
90150,2417,240109,KEROSENE,URBAN,Lagos,2000.0,,
90154,2417,240109,ELECTRICITY,URBAN,Lagos,600.0,,
90158,2417,240109,PETROL,URBAN,Lagos,500.0,,
90180,2417,240110,KEROSENE,URBAN,Lagos,800.0,,
90210,2405,240111,KEROSENE,URBAN,Lagos,600.0,,
90214,2405,240111,ELECTRICITY,URBAN,Lagos,1500.0,,
90270,2405,240113,KEROSENE,URBAN,Lagos,2000.0,,
90274,2405,240113,ELECTRICITY,URBAN,Lagos,500.0,,
90300,2405,240114,KEROSENE,URBAN,Lagos,2000.0,,
90304,2405,240114,ELECTRICITY,URBAN,Lagos,500.0,,
90330,2405,240115,KEROSENE,URBAN,Lagos,600.0,,
90334,2405,240115,ELECTRICITY,URBAN,Lagos,800.0,,
90360,2405,240116,KEROSENE,URBAN,Lagos,1500.0,,
90364,2405,240116,ELECTRICITY,URBAN,Lagos,500.0,,
90390,2405,240117,KEROSENE,URBAN,Lagos,6000.0,,
90394,2405,240117,ELECTRICITY,URBAN,Lagos,800.0,,
90420,2405,240118,KEROSENE,URBAN,Lagos,2000.0,,
90450,2405,240119,KEROSENE,URBAN,Lagos,650.0,,
90480,2201,240120,KEROSENE,RURAL,Kogi,500.0,,
90481,2201,240120,PALM KERNEL OIL,RURAL,Kogi,900.0,,
90484,2201,240120,ELECTRICITY,RURAL,Kogi,1000.0,,
90510,2413,240122,KEROSENE,URBAN,Lagos,500.0,,
90514,2413,240122,ELECTRICITY,URBAN,Lagos,8000.0,,
90518,2413,240122,PETROL,URBAN,Lagos,6000.0,,
90540,2413,240123,KEROSENE,URBAN,Lagos,1200.0,,
90544,2413,240123,ELECTRICITY,URBAN,Lagos,1800.0,,
90570,2413,240124,KEROSENE,URBAN,Lagos,1400.0,,
90574,2413,240124,ELECTRICITY,URBAN,Lagos,1500.0,,
90578,2413,240124,PETROL,URBAN,Lagos,750.0,,
90600,2413,240125,KEROSENE,URBAN,Lagos,1500.0,,
90604,2413,240125,ELECTRICITY,URBAN,Lagos,1500.0,,
90630,2715,240126,KEROSENE,URBAN,Ogun,1000.0,,
90638,2715,240126,PETROL,URBAN,Ogun,10000.0,,
90660,2413,240127,KEROSENE,URBAN,Lagos,1000.0,,
90664,2413,240127,ELECTRICITY,URBAN,Lagos,2000.0,,
90690,2413,240128,KEROSENE,URBAN,Lagos,1200.0,,
90694,2413,240128,ELECTRICITY,URBAN,Lagos,1000.0,,
90720,2413,240129,KEROSENE,URBAN,Lagos,600.0,,
90724,2413,240129,ELECTRICITY,URBAN,Lagos,5000.0,,
90750,2417,240131,KEROSENE,URBAN,Lagos,1600.0,,
90754,2417,240131,ELECTRICITY,URBAN,Lagos,3000.0,,
90758,2417,240131,PETROL,URBAN,Lagos,2000.0,,
90780,2417,240132,KEROSENE,URBAN,Lagos,1200.0,,
90784,2417,240132,ELECTRICITY,URBAN,Lagos,700.0,,
90810,2417,240133,KEROSENE,URBAN,Lagos,800.0,,
90814,2417,240133,ELECTRICITY,URBAN,Lagos,800.0,,
90840,2703,240135,KEROSENE,URBAN,Ogun,1000.0,,
90847,2703,240135,CHARCOAL,URBAN,Ogun,1000.0,,
90870,2417,240136,KEROSENE,URBAN,Lagos,1400.0,,
90874,2417,240136,ELECTRICITY,URBAN,Lagos,2000.0,,
90900,2417,240137,KEROSENE,URBAN,Lagos,1200.0,,
90904,2417,240137,ELECTRICITY,URBAN,Lagos,700.0,,
90930,2417,240138,KEROSENE,URBAN,Lagos,1200.0,,
90934,2417,240138,ELECTRICITY,URBAN,Lagos,700.0,,
90960,2417,240139,KEROSENE,URBAN,Lagos,1200.0,,
90964,2417,240139,ELECTRICITY,URBAN,Lagos,1000.0,,
90990,2417,240140,KEROSENE,URBAN,Lagos,1400.0,,
90994,2417,240140,ELECTRICITY,URBAN,Lagos,1000.0,,
91054,2408,240142,ELECTRICITY,URBAN,Lagos,3000.0,,
91084,2408,240143,ELECTRICITY,URBAN,Lagos,3500.0,,
91088,2408,240143,PETROL,URBAN,Lagos,5000.0,,
91114,2408,240144,ELECTRICITY,URBAN,Lagos,1500.0,,
91118,2408,240144,PETROL,URBAN,Lagos,2000.0,,
91144,2408,240145,ELECTRICITY,URBAN,Lagos,2000.0,,
91174,2408,240146,ELECTRICITY,URBAN,Lagos,1700.0,,
91204,2408,240147,ELECTRICITY,URBAN,Lagos,4000.0,,
91208,2408,240147,PETROL,URBAN,Lagos,2000.0,,
91230,2408,240148,KEROSENE,URBAN,Lagos,1800.0,,
91234,2408,240148,ELECTRICITY,URBAN,Lagos,2500.0,,
91260,2408,240149,KEROSENE,URBAN,Lagos,1200.0,,
91264,2408,240149,ELECTRICITY,URBAN,Lagos,1500.0,,
91268,2408,240149,PETROL,URBAN,Lagos,1500.0,,
91290,2408,240150,KEROSENE,URBAN,Lagos,600.0,,
91294,2408,240150,ELECTRICITY,URBAN,Lagos,3000.0,,
91298,2408,240150,PETROL,URBAN,Lagos,5000.0,,
91324,2702,240151,ELECTRICITY,URBAN,Ogun,2000.0,,
91328,2702,240151,PETROL,URBAN,Ogun,2500.0,,
91350,1316,240152,KEROSENE,URBAN,Ekiti,6500.0,,
91354,1316,240152,ELECTRICITY,URBAN,Ekiti,500.0,,
91380,2411,240153,KEROSENE,URBAN,Lagos,480.0,,
91384,2411,240153,ELECTRICITY,URBAN,Lagos,1500.0,,
91410,2411,240154,KEROSENE,URBAN,Lagos,650.0,,
91414,2411,240154,ELECTRICITY,URBAN,Lagos,700.0,,
91444,2405,240155,ELECTRICITY,URBAN,Lagos,100000.0,,
91448,2405,240155,PETROL,URBAN,Lagos,20000.0,,
91474,2411,240157,ELECTRICITY,URBAN,Lagos,15000.0,,
91478,2411,240157,PETROL,URBAN,Lagos,2000.0,,
91508,2410,240158,PETROL,URBAN,Lagos,3500.0,,
91509,2410,240158,DIESEL,URBAN,Lagos,5000.0,,
91530,2407,240161,KEROSENE,RURAL,Lagos,650.0,,
91534,2407,240161,ELECTRICITY,RURAL,Lagos,1500.0,,
91560,2407,240162,KEROSENE,RURAL,Lagos,300.0,,
91564,2407,240162,ELECTRICITY,RURAL,Lagos,1000.0,,
91590,2407,240163,KEROSENE,RURAL,Lagos,1000.0,,
91594,2407,240163,ELECTRICITY,RURAL,Lagos,4500.0,,
91598,2407,240163,PETROL,RURAL,Lagos,3000.0,,
91620,2407,240164,KEROSENE,RURAL,Lagos,2500.0,,
91650,2407,240165,KEROSENE,RURAL,Lagos,1800.0,,
91658,2407,240165,PETROL,RURAL,Lagos,1400.0,,
91680,2407,240166,KEROSENE,RURAL,Lagos,240.0,,
91710,2407,240167,KEROSENE,RURAL,Lagos,800.0,,
91714,2407,240167,ELECTRICITY,RURAL,Lagos,2000.0,,
91740,2407,240168,KEROSENE,RURAL,Lagos,120.0,,
91744,2407,240168,ELECTRICITY,RURAL,Lagos,2000.0,,
91770,2407,240169,KEROSENE,RURAL,Lagos,2000.0,,
91774,2407,240169,ELECTRICITY,RURAL,Lagos,2000.0,,
91778,2407,240169,PETROL,RURAL,Lagos,1500.0,,
91800,2407,240170,KEROSENE,RURAL,Lagos,240.0,,
91804,2407,240170,ELECTRICITY,RURAL,Lagos,500.0,,
91830,2508,250001,KEROSENE,URBAN,Nasarawa,500.0,,
91836,2508,250001,FIREWOOD,URBAN,Nasarawa,500.0,,
91860,2508,250002,KEROSENE,URBAN,Nasarawa,400.0,,
91864,2508,250002,ELECTRICITY,URBAN,Nasarawa,500.0,,
91866,2508,250002,FIREWOOD,URBAN,Nasarawa,2000.0,,
91868,2508,250002,PETROL,URBAN,Nasarawa,1000.0,,
91890,2508,250003,KEROSENE,URBAN,Nasarawa,300.0,,
91894,2508,250003,ELECTRICITY,URBAN,Nasarawa,1000.0,,
91896,2508,250003,FIREWOOD,URBAN,Nasarawa,500.0,,
91897,2508,250003,CHARCOAL,URBAN,Nasarawa,2000.0,,
91920,2508,250004,KEROSENE,URBAN,Nasarawa,400.0,,
91924,2508,250004,ELECTRICITY,URBAN,Nasarawa,500.0,,
91926,2508,250004,FIREWOOD,URBAN,Nasarawa,1500.0,,
91928,2508,250004,PETROL,URBAN,Nasarawa,1000.0,,
91957,2508,250005,CHARCOAL,URBAN,Nasarawa,2400.0,,
91980,2508,250006,KEROSENE,URBAN,Nasarawa,300.0,,
91984,2508,250006,ELECTRICITY,URBAN,Nasarawa,1000.0,,
91986,2508,250006,FIREWOOD,URBAN,Nasarawa,800.0,,
91987,2508,250006,CHARCOAL,URBAN,Nasarawa,700.0,,
92010,2508,250007,KEROSENE,URBAN,Nasarawa,200.0,,
92014,2508,250007,ELECTRICITY,URBAN,Nasarawa,500.0,,
92016,2508,250007,FIREWOOD,URBAN,Nasarawa,400.0,,
92018,2508,250007,PETROL,URBAN,Nasarawa,3000.0,,
92040,2508,250008,KEROSENE,URBAN,Nasarawa,200.0,,
92044,2508,250008,ELECTRICITY,URBAN,Nasarawa,400.0,,
92046,2508,250008,FIREWOOD,URBAN,Nasarawa,400.0,,
92070,2508,250009,KEROSENE,URBAN,Nasarawa,500.0,,
92076,2508,250009,FIREWOOD,URBAN,Nasarawa,1000.0,,
92077,2508,250009,CHARCOAL,URBAN,Nasarawa,1000.0,,
92108,2508,250010,PETROL,URBAN,Nasarawa,300.0,,
92138,2504,250011,PETROL,RURAL,Nasarawa,1000.0,,
92168,2504,250012,PETROL,RURAL,Nasarawa,1500.0,,
92190,2504,250013,KEROSENE,RURAL,Nasarawa,1200.0,,
92194,2504,250013,ELECTRICITY,RURAL,Nasarawa,1000.0,,
92198,2504,250013,PETROL,RURAL,Nasarawa,4000.0,,
92220,2504,250014,KEROSENE,RURAL,Nasarawa,150.0,,
92251,2504,250015,PALM KERNEL OIL,RURAL,Nasarawa,1000.0,,
92258,2504,250015,PETROL,RURAL,Nasarawa,1200.0,,
92288,2504,250016,PETROL,RURAL,Nasarawa,1500.0,,
92310,2504,250017,KEROSENE,RURAL,Nasarawa,700.0,,
92311,2504,250017,PALM KERNEL OIL,RURAL,Nasarawa,800.0,,
92318,2504,250017,PETROL,RURAL,Nasarawa,1000.0,,
92341,2504,250018,PALM KERNEL OIL,RURAL,Nasarawa,3000.0,,
92348,2504,250018,PETROL,RURAL,Nasarawa,10000.0,,
92378,2504,250019,PETROL,RURAL,Nasarawa,4600.0,,
92400,2504,250020,KEROSENE,RURAL,Nasarawa,500.0,,
92401,2504,250020,PALM KERNEL OIL,RURAL,Nasarawa,1200.0,,
92408,2504,250020,PETROL,RURAL,Nasarawa,15000.0,,
92438,2509,250021,PETROL,RURAL,Nasarawa,3000.0,,
92461,2509,250022,PALM KERNEL OIL,RURAL,Nasarawa,1500.0,,
92468,2509,250022,PETROL,RURAL,Nasarawa,1500.0,,
92498,2509,250023,PETROL,RURAL,Nasarawa,2000.0,,
92521,2509,250024,PALM KERNEL OIL,RURAL,Nasarawa,1600.0,,
92551,2509,250025,PALM KERNEL OIL,RURAL,Nasarawa,1500.0,,
92558,2509,250025,PETROL,RURAL,Nasarawa,3000.0,,
92588,2509,250026,PETROL,RURAL,Nasarawa,2000.0,,
92611,2509,250027,PALM KERNEL OIL,RURAL,Nasarawa,1200.0,,
92618,2509,250027,PETROL,RURAL,Nasarawa,1200.0,,
92678,2509,250029,PETROL,RURAL,Nasarawa,2000.0,,
92708,2509,250030,PETROL,RURAL,Nasarawa,1000.0,,
92730,2507,250031,KEROSENE,RURAL,Nasarawa,400.0,,
92731,2507,250031,PALM KERNEL OIL,RURAL,Nasarawa,600.0,,
92798,2507,250033,PETROL,RURAL,Nasarawa,1600.0,,
92820,2507,250034,KEROSENE,RURAL,Nasarawa,100.0,,
92858,2507,250035,PETROL,RURAL,Nasarawa,1000.0,,
92940,2507,250038,KEROSENE,RURAL,Nasarawa,100.0,,
92941,2507,250038,PALM KERNEL OIL,RURAL,Nasarawa,200.0,,
92970,2507,250039,KEROSENE,RURAL,Nasarawa,600.0,,
92971,2507,250039,PALM KERNEL OIL,RURAL,Nasarawa,1200.0,,
93000,2507,250040,KEROSENE,RURAL,Nasarawa,200.0,,
93001,2507,250040,PALM KERNEL OIL,RURAL,Nasarawa,1500.0,,
93061,2513,250042,PALM KERNEL OIL,RURAL,Nasarawa,1200.0,,
93064,2513,250042,ELECTRICITY,RURAL,Nasarawa,500.0,,
93121,2513,250044,PALM KERNEL OIL,RURAL,Nasarawa,1000.0,,
93181,2513,250046,PALM KERNEL OIL,RURAL,Nasarawa,1200.0,,
93184,2513,250046,ELECTRICITY,RURAL,Nasarawa,500.0,,
93214,2513,250047,ELECTRICITY,RURAL,Nasarawa,500.0,,
93241,2513,250048,PALM KERNEL OIL,RURAL,Nasarawa,1200.0,,
93244,2513,250048,ELECTRICITY,RURAL,Nasarawa,500.0,,
93271,2513,250049,PALM KERNEL OIL,RURAL,Nasarawa,1500.0,,
93330,2201,250052,KEROSENE,RURAL,Kogi,300.0,,
93338,2201,250052,PETROL,RURAL,Kogi,3000.0,,
93390,2502,250054,KEROSENE,RURAL,Nasarawa,200.0,,
93391,2502,250054,PALM KERNEL OIL,RURAL,Nasarawa,1600.0,,
93450,2502,250056,KEROSENE,RURAL,Nasarawa,200.0,,
93451,2502,250056,PALM KERNEL OIL,RURAL,Nasarawa,1300.0,,
93488,2503,250057,PETROL,RURAL,Nasarawa,500.0,,
93510,2502,250059,KEROSENE,RURAL,Nasarawa,300.0,,
93511,2502,250059,PALM KERNEL OIL,RURAL,Nasarawa,1200.0,,
93570,2511,250061,KEROSENE,RURAL,Nasarawa,200.0,,
93571,2511,250061,PALM KERNEL OIL,RURAL,Nasarawa,1450.0,,
93576,2511,250061,FIREWOOD,RURAL,Nasarawa,1100.0,,
93600,2511,250062,KEROSENE,RURAL,Nasarawa,100.0,,
93601,2511,250062,PALM KERNEL OIL,RURAL,Nasarawa,1500.0,,
93606,2511,250062,FIREWOOD,RURAL,Nasarawa,1000.0,,
93631,2511,250063,PALM KERNEL OIL,RURAL,Nasarawa,1500.0,,
93634,2511,250063,ELECTRICITY,RURAL,Nasarawa,500.0,,
93668,2511,250064,PETROL,RURAL,Nasarawa,200.0,,
93690,2511,250066,KEROSENE,RURAL,Nasarawa,700.0,,
93694,2511,250066,ELECTRICITY,RURAL,Nasarawa,1200.0,,
93696,2511,250066,FIREWOOD,RURAL,Nasarawa,700.0,,
93698,2511,250066,PETROL,RURAL,Nasarawa,1500.0,,
93720,2511,250067,KEROSENE,RURAL,Nasarawa,400.0,,
93721,2511,250067,PALM KERNEL OIL,RURAL,Nasarawa,1500.0,,
93726,2511,250067,FIREWOOD,RURAL,Nasarawa,1000.0,,
93758,2511,250068,PETROL,RURAL,Nasarawa,2800.0,,
93810,2511,250070,KEROSENE,RURAL,Nasarawa,450.0,,
93814,2511,250070,ELECTRICITY,RURAL,Nasarawa,1000.0,,
93818,2511,250070,PETROL,RURAL,Nasarawa,5000.0,,
93840,2606,260001,KEROSENE,URBAN,Niger,400.0,,
93847,2606,260001,CHARCOAL,URBAN,Niger,400.0,,
93870,707,260002,KEROSENE,RURAL,Benue,1800.0,,
93900,2606,260003,KEROSENE,URBAN,Niger,300.0,,
93904,2606,260003,ELECTRICITY,URBAN,Niger,3000.0,,
93907,2606,260003,CHARCOAL,URBAN,Niger,250.0,,
93908,2606,260003,PETROL,URBAN,Niger,600.0,,
93930,2606,260004,KEROSENE,URBAN,Niger,10.0,,
93934,2606,260004,ELECTRICITY,URBAN,Niger,1700.0,,
93936,2606,260004,FIREWOOD,URBAN,Niger,200.0,,
93966,2606,260005,FIREWOOD,URBAN,Niger,150.0,,
93967,2606,260005,CHARCOAL,URBAN,Niger,50.0,,
93996,2606,260006,FIREWOOD,URBAN,Niger,500.0,,
93997,2606,260006,CHARCOAL,URBAN,Niger,1300.0,,
94024,2606,260007,ELECTRICITY,URBAN,Niger,1500.0,,
94028,2606,260007,PETROL,URBAN,Niger,2500.0,,
94056,2606,260008,FIREWOOD,URBAN,Niger,300.0,,
94114,2606,260010,ELECTRICITY,URBAN,Niger,3000.0,,
94117,2606,260010,CHARCOAL,URBAN,Niger,1000.0,,
94118,2606,260010,PETROL,URBAN,Niger,500.0,,
94140,2623,260011,KEROSENE,RURAL,Niger,1000.0,,
94170,2623,260012,KEROSENE,RURAL,Niger,900.0,,
94174,2623,260012,ELECTRICITY,RURAL,Niger,3500.0,,
94230,2623,260014,KEROSENE,RURAL,Niger,550.0,,
94260,2623,260015,KEROSENE,RURAL,Niger,500.0,,
94264,2623,260015,ELECTRICITY,RURAL,Niger,1700.0,,
94268,2623,260015,PETROL,RURAL,Niger,4000.0,,
94326,2623,260017,FIREWOOD,RURAL,Niger,500.0,,
94354,2623,260018,ELECTRICITY,RURAL,Niger,1700.0,,
94358,2623,260018,PETROL,RURAL,Niger,2000.0,,
94380,2623,260019,KEROSENE,RURAL,Niger,750.0,,
94384,2623,260019,ELECTRICITY,RURAL,Niger,2000.0,,
94386,2623,260019,FIREWOOD,RURAL,Niger,1000.0,,
94388,2623,260019,PETROL,RURAL,Niger,2000.0,,
94416,2623,260020,FIREWOOD,RURAL,Niger,400.0,,
94564,2618,260025,ELECTRICITY,RURAL,Niger,1000.0,,
94594,2618,260026,ELECTRICITY,RURAL,Niger,1500.0,,
94656,2618,260028,FIREWOOD,RURAL,Niger,100.0,,
94834,2618,260034,ELECTRICITY,RURAL,Niger,1500.0,,
94920,2618,260037,KEROSENE,RURAL,Niger,800.0,,
94924,2618,260037,ELECTRICITY,RURAL,Niger,2500.0,,
94926,2618,260037,FIREWOOD,RURAL,Niger,300.0,,
94928,2618,260037,PETROL,RURAL,Niger,5000.0,,
95047,2621,260041,CHARCOAL,URBAN,Niger,400.0,,
95106,2621,260043,FIREWOOD,URBAN,Niger,400.0,,
95250,2621,260048,KEROSENE,URBAN,Niger,500.0,,
95254,2621,260048,ELECTRICITY,URBAN,Niger,1500.0,,
95258,2621,260048,PETROL,URBAN,Niger,5000.0,,
95280,2621,260049,KEROSENE,URBAN,Niger,750.0,,
95284,2621,260049,ELECTRICITY,URBAN,Niger,1500.0,,
95286,2621,260049,FIREWOOD,URBAN,Niger,200.0,,
95288,2621,260049,PETROL,URBAN,Niger,2000.0,,
95310,2621,260050,KEROSENE,URBAN,Niger,400.0,,
95314,2621,260050,ELECTRICITY,URBAN,Niger,1500.0,,
95318,2621,260050,PETROL,URBAN,Niger,4000.0,,
95888,2615,260069,PETROL,RURAL,Niger,2000.0,,
95978,2621,260072,PETROL,RURAL,Niger,2800.0,,
96038,2621,260074,PETROL,RURAL,Niger,4000.0,,
96424,2611,260087,ELECTRICITY,RURAL,Niger,1500.0,,
96514,2611,260090,ELECTRICITY,RURAL,Niger,1700.0,,
96540,2605,260091,KEROSENE,RURAL,Niger,700.0,,
96570,2605,260092,KEROSENE,RURAL,Niger,100.0,,
96600,2605,260093,KEROSENE,RURAL,Niger,500.0,,
96668,2605,260095,PETROL,RURAL,Niger,3000.0,,
96720,2605,260097,KEROSENE,RURAL,Niger,200.0,,
96750,2605,260098,KEROSENE,RURAL,Niger,500.0,,
96780,2605,260099,KEROSENE,RURAL,Niger,400.0,,
96786,2605,260099,FIREWOOD,RURAL,Niger,1000.0,,
96787,2605,260099,CHARCOAL,RURAL,Niger,500.0,,
96818,2605,260100,PETROL,RURAL,Niger,700.0,,
96840,2603,260101,KEROSENE,URBAN,Niger,400.0,,
96846,2603,260101,FIREWOOD,URBAN,Niger,500.0,,
96848,2603,260101,PETROL,URBAN,Niger,3000.0,,
96874,2603,260102,ELECTRICITY,URBAN,Niger,1500.0,,
96877,2603,260102,CHARCOAL,URBAN,Niger,1000.0,,
96900,2603,260103,KEROSENE,URBAN,Niger,500.0,,
96906,2603,260103,FIREWOOD,URBAN,Niger,300.0,,
96934,2603,260104,ELECTRICITY,URBAN,Niger,300.0,,
96936,2603,260104,FIREWOOD,URBAN,Niger,2000.0,,
96960,2603,260105,KEROSENE,URBAN,Niger,80.0,,
96966,2603,260105,FIREWOOD,URBAN,Niger,700.0,,
96968,2603,260105,PETROL,URBAN,Niger,1500.0,,
96990,2603,260106,KEROSENE,URBAN,Niger,1500.0,,
96996,2603,260106,FIREWOOD,URBAN,Niger,2000.0,,
96998,2603,260106,PETROL,URBAN,Niger,7000.0,,
97020,2603,260107,KEROSENE,URBAN,Niger,50.0,,
97026,2603,260107,FIREWOOD,URBAN,Niger,500.0,,
97028,2603,260107,PETROL,URBAN,Niger,1000.0,,
97054,2603,260108,ELECTRICITY,URBAN,Niger,2000.0,,
97057,2603,260108,CHARCOAL,URBAN,Niger,1200.0,,
97080,2603,260109,KEROSENE,URBAN,Niger,1000.0,,
97086,2603,260109,FIREWOOD,URBAN,Niger,1000.0,,
97088,2603,260109,PETROL,URBAN,Niger,1500.0,,
97110,2603,260110,KEROSENE,URBAN,Niger,120.0,,
97116,2603,260110,FIREWOOD,URBAN,Niger,500.0,,
97117,2603,260110,CHARCOAL,URBAN,Niger,300.0,,
97118,2603,260110,PETROL,URBAN,Niger,1000.0,,
97140,2603,260111,KEROSENE,URBAN,Niger,450.0,,
97144,2603,260111,ELECTRICITY,URBAN,Niger,600.0,,
97146,2603,260111,FIREWOOD,URBAN,Niger,300.0,,
97147,2603,260111,CHARCOAL,URBAN,Niger,200.0,,
97170,2603,260112,KEROSENE,URBAN,Niger,140.0,,
97176,2603,260112,FIREWOOD,URBAN,Niger,700.0,,
97177,2603,260112,CHARCOAL,URBAN,Niger,300.0,,
97178,2603,260112,PETROL,URBAN,Niger,1000.0,,
97200,2603,260113,KEROSENE,URBAN,Niger,120.0,,
97206,2603,260113,FIREWOOD,URBAN,Niger,500.0,,
97208,2603,260113,PETROL,URBAN,Niger,1000.0,,
97230,2603,260114,KEROSENE,URBAN,Niger,140.0,,
97236,2603,260114,FIREWOOD,URBAN,Niger,600.0,,
97237,2603,260114,CHARCOAL,URBAN,Niger,250.0,,
97264,2603,260115,ELECTRICITY,URBAN,Niger,1000.0,,
97267,2603,260115,CHARCOAL,URBAN,Niger,2000.0,,
97294,2603,260116,ELECTRICITY,URBAN,Niger,1000.0,,
97296,2603,260116,FIREWOOD,URBAN,Niger,2000.0,,
97298,2603,260116,PETROL,URBAN,Niger,5000.0,,
97326,2603,260117,FIREWOOD,URBAN,Niger,800.0,,
97327,2603,260117,CHARCOAL,URBAN,Niger,1400.0,,
97350,2603,260118,KEROSENE,URBAN,Niger,500.0,,
97354,2603,260118,ELECTRICITY,URBAN,Niger,500.0,,
97356,2603,260118,FIREWOOD,URBAN,Niger,500.0,,
